"User_hour_ID","User_daily_ID","Hour","MoodEA","MoodTA","Health","Location","Activity","rec_no","id","device_id"
"abc_2016_6_3_17","abc_2016_6_3","17","2","1","Good","Office (University)","Academic","1","1","395a4c4eeafa553e"
"abc_2016_6_3_18","abc_2016_6_3","18","0","0","Good","Home","Academic","2","2","395a4c4eeafa553e"
"abc_2016_6_3_20","abc_2016_6_3","20","0","2","Bad","Office (University)","Relaxing activities","3","3","395a4c4eeafa553e"
"_2016_6_3_23","_2016_6_3","23","0","0","Bad","Home","Relaxing activities","6","4","395a4c4eeafa553e"
"abc_2016_6_3_22","abc_2016_6_3","22","0","0","Good","Home","Academic","4","5","395a4c4eeafa553e"
"_2016_6_3_22","_2016_6_3","22","0","1","Good","Home","Academic","5","6","395a4c4eeafa553e"
"abc_2016_6_6_13","abc_2016_6_6","13","3","1","Good","Office (University)","Academic","7","7","395a4c4eeafa553e"
"abc_2016_6_6_14","abc_2016_6_6","14","2","1","Good","Office (University)","Academic","8","8","395a4c4eeafa553e"
"abc_2016_6_6_16","abc_2016_6_6","16","2","1","Good","Office (University)","Academic","9","9","395a4c4eeafa553e"
"abc_2016_6_6_17","abc_2016_6_6","17","0","0","Good","Home","Academic","10","10","395a4c4eeafa553e"
"abc_2016_6_6_19","abc_2016_6_6","19","0","0","Good","Home","Academic","11","11","395a4c4eeafa553e"
"abc_2016_6_7_0","abc_2016_6_7","0","0","0","Good","Home","Academic","15","12","395a4c4eeafa553e"
"abc_2016_6_7_1","abc_2016_6_7","1","1","2","Bad","Home","Social activity","16","13","395a4c4eeafa553e"
"abc_2016_6_6_20","abc_2016_6_6","20","0","0","Good","Home","Academic","12","14","395a4c4eeafa553e"
"abc_2016_6_6_21","abc_2016_6_6","21","0","0","Good","Home","Academic","13","15","395a4c4eeafa553e"
"abc_2016_6_6_22","abc_2016_6_6","22","0","0","Good","Home","Academic","14","16","395a4c4eeafa553e"
"_2016_6_7_1","_2016_6_7","1","1","2","Bad","Home","Social activity","17","17","395a4c4eeafa553e"
"abc_2016_6_7_12","abc_2016_6_7","12","1","2","Normal","Office (University)","Offical Task","18","18","395a4c4eeafa553e"
"abc_2016_6_7_14","abc_2016_6_7","14","0","0","Good","Home","Offical Task","19","19","395a4c4eeafa553e"
"abc_2016_6_7_16","abc_2016_6_7","16","0","0","Good","Home","Offical Task","20","20","395a4c4eeafa553e"
"_2016_6_7_18","_2016_6_7","18","0","0","Good","Home","Offical Task","23","21","395a4c4eeafa553e"
"abc_2016_6_7_18","abc_2016_6_7","18","0","0","Good","Home","Offical Task","22","22","395a4c4eeafa553e"
"abc_2016_6_7_17","abc_2016_6_7","17","0","0","Good","Home","Offical Task","21","23","395a4c4eeafa553e"
"abc_2016_6_8_14","abc_2016_6_8","14","0","0","Good","Home","Offical Task","27","24","395a4c4eeafa553e"
"_2016_6_8_11","_2016_6_8","11","0","0","Good","Home","Offical Task","25","25","395a4c4eeafa553e"
"abc_2016_6_8_11","abc_2016_6_8","11","1","2","Normal","Office (University)","Offical Task","24","26","395a4c4eeafa553e"
"_2016_6_8_14","_2016_6_8","14","0","0","Good","Home","Offical Task","26","27","395a4c4eeafa553e"
"abc_2016_6_8_15","abc_2016_6_8","15","0","0","Good","Home","Offical Task","28","28","395a4c4eeafa553e"
"_2016_6_8_15","_2016_6_8","15","0","0","Good","Home","Offical Task","29","29","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_9","hoanghuuson_2016_6_10","9","0","0","Good","Home","Offical Task","31","30","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_12","hoanghuuson_2016_6_10","12","1","2","Good","Office (University)","Offical Task","32","31","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_14","hoanghuuson_2016_6_10","14","0","0","Good","Home","Offical Task","33","32","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_15","hoanghuuson_2016_6_10","15","1","1","Normal","Office (University)","Offical Task","34","33","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_8","hoanghuuson_2016_6_10","8","1","4","Bad","On the Road","Relaxing activities","30","34","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_16","hoanghuuson_2016_6_10","16","1","3","Normal","Office (University)","Offical Task","35","35","395a4c4eeafa553e"
"hoanghuuson_2016_6_11_7","hoanghuuson_2016_6_11","7","1","1","Normal","Home","Relaxing activities","40","36","395a4c4eeafa553e"
"hoanghuuson_2016_6_11_8","hoanghuuson_2016_6_11","8","0","0","Good","Home","Offical Task","41","37","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_19","hoanghuuson_2016_6_10","19","1","3","Normal","Office (University)","Offical Task","37","38","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_17","hoanghuuson_2016_6_10","17","0","3","Normal","Office (University)","Offical Task","36","39","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_20","hoanghuuson_2016_6_10","20","1","2","Normal","Office (University)","Offical Task","38","40","395a4c4eeafa553e"
"hoanghuuson_2016_6_10_21","hoanghuuson_2016_6_10","21","1","2","Normal","Office (University)","Offical Task","39","41","395a4c4eeafa553e"
"hoangdd_2016_6_12_10","hoangdd_2016_6_12","10","0","0","Good","Home","Offical Task","3","42","4272d75310352dbb"
"hoangdd_2016_6_12_14","hoangdd_2016_6_12","14","0","0","Good","Home","Offical Task","4","43","4272d75310352dbb"
"hoanghuuson_2016_6_16_17","hoanghuuson_2016_6_16","17","0","0","Good","Home","Offical Task","42","44","395a4c4eeafa553e"
"hoanghuuson_2016_6_16_20","hoanghuuson_2016_6_16","20","0","0","Good","Home","Offical Task","43","45","395a4c4eeafa553e"
"hoanghuuson_2016_6_16_21","hoanghuuson_2016_6_16","21","0","0","Good","Home","Offical Task","44","46","395a4c4eeafa553e"
"hoanghuuson_2016_6_17_0","hoanghuuson_2016_6_17","0","2","1","Good","Home","Individual Task","45","47","395a4c4eeafa553e"
"hoanghuuson_2016_6_17_1","hoanghuuson_2016_6_17","1","1","2","Normal","Home","Offical Task","46","48","395a4c4eeafa553e"
"_2016_6_17_14","_2016_6_17","14","2","1","Good","On the Road","Offical Task","47","49","395a4c4eeafa553e"
"_2016_6_17_15","_2016_6_17","15","0","0","Good","Home","Offical Task","48","50","395a4c4eeafa553e"
"hoanghuuson_2016_6_19_1","hoanghuuson_2016_6_19","1","0","0","Good","Home","Offical Task","49","51","395a4c4eeafa553e"
"_2016_6_21_17","_2016_6_21","17","1","2","Normal","Office (University)","Offical Task","58","52","395a4c4eeafa553e"
"hoanghuuson_2016_6_21_10","hoanghuuson_2016_6_21","10","0","0","Good","Home","Offical Task","50","53","395a4c4eeafa553e"
"_2016_6_21_10","_2016_6_21","10","0","0","Good","Home","Offical Task","51","54","395a4c4eeafa553e"
"hoanghuuson_2016_6_21_11","hoanghuuson_2016_6_21","11","0","0","Good","Home","Offical Task","53","55","395a4c4eeafa553e"
"hoanghuuson_2016_6_21_14","hoanghuuson_2016_6_21","14","1","3","Normal","Office (University)","Offical Task","55","56","395a4c4eeafa553e"
"_2016_6_21_14","_2016_6_21","14","1","3","Normal","Office (University)","Offical Task","56","57","395a4c4eeafa553e"
"_2016_6_21_15","_2016_6_21","15","1","2","Normal","Office (University)","Offical Task","57","58","395a4c4eeafa553e"
"_2016_6_21_18","_2016_6_21","18","1","2","Normal","Office (University)","Offical Task","59","59","395a4c4eeafa553e"
"_2016_6_21_11","_2016_6_21","11","0","0","Good","Home","Offical Task","52","60","395a4c4eeafa553e"
"hoanghuuson_2016_6_21_13","hoanghuuson_2016_6_21","13","1","1","Good","Office (University)","Offical Task","54","61","395a4c4eeafa553e"
"test1_2016_6_24_12","test1_2016_6_24","12","2","1","Normal","Office (University)","Offical Task","60","62","395a4c4eeafa553e"
"test1_2016_6_24_13","test1_2016_6_24","13","0","0","Good","Home","Offical Task","61","63","395a4c4eeafa553e"
"test1_2016_6_24_14","test1_2016_6_24","14","2","1","Normal","Office (University)","Offical Task","62","64","395a4c4eeafa553e"
"user001_2016_6_24_14","user001_2016_6_24","14","4","0","Good","Office (University)","Offical Task","1","68","395a4c4eeafa553e"
"user001_2016_6_24_15","user001_2016_6_24","15","0","4","Good","Home","Offical Task","2","69","395a4c4eeafa553e"
"user001_2016_6_24_16","user001_2016_6_24","16","1","1","Good","Office (University)","Offical Task","3","70","395a4c4eeafa553e"
"user001_2016_6_24_18","user001_2016_6_24","18","2","2","Good","Natural area","Relaxing activities","4","71","395a4c4eeafa553e"
"user001_2016_6_24_19","user001_2016_6_24","19","1","3","Good","Office (University)","Relaxing activities","5","72","395a4c4eeafa553e"
"user001_2016_6_24_20","user001_2016_6_24","20","2","3","Good","Office (University)","Offical Task","6","73","395a4c4eeafa553e"
"user001_2016_6_24_21","user001_2016_6_24","21","2","2","Normal","Office (University)","Relaxing activities","7","74","395a4c4eeafa553e"
"user001_2016_6_24_22","user001_2016_6_24","22","1","3","Normal","Office (University)","Relaxing activities","8","75","395a4c4eeafa553e"
"user001_2016_6_24_23","user001_2016_6_24","23","2","0","Good","Home","Social activity","9","76","395a4c4eeafa553e"
"test_2016_6_25_10","test_2016_6_25","10","0","0","Good","Home","Offical Task","1","77","4272d75310352dbb"
"test_2016_6_26_5","test_2016_6_26","5","0","0","Good","Home","Offical Task","2","78","4272d75310352dbb"
"hoangdd_2016_6_26_14","hoangdd_2016_6_26","14","0","0","Good","Home","Offical Task","1","79","5d4b166b16abef5f"
"user001_2016_6_26_9","user001_2016_6_26","9","0","0","Good","Home","Offical Task","10","80","395a4c4eeafa553e"
"hoangdd_2016_6_26_15","hoangdd_2016_6_26","15","2","1","Normal","Office (University)","Individual Task","2","81","5d4b166b16abef5f"
"user001_2016_6_26_10","user001_2016_6_26","10","3","1","Good","Home","Relaxing activities","11","82","395a4c4eeafa553e"
"user001_2016_6_26_11","user001_2016_6_26","11","1","1","Normal","On the Road","Relaxing activities","12","83","395a4c4eeafa553e"
"hoangdd_2016_6_26_17","hoangdd_2016_6_26","17","0","0","Good","Home","Offical Task","4","84","5d4b166b16abef5f"
"hoangdd_2016_6_26_16","hoangdd_2016_6_26","16","0","0","Good","Home","Offical Task","3","85","5d4b166b16abef5f"
"hoangdd_2016_6_26_20","hoangdd_2016_6_26","20","0","0","Good","Home","Offical Task","5","86","5d4b166b16abef5f"
"hoangdd_2016_6_27_7","hoangdd_2016_6_27","7","0","0","Good","Home","Offical Task","6","87","5d4b166b16abef5f"
"user001_2016_6_27_14","user001_2016_6_27","14","2","1","Good","Office (University)","Offical Task","13","88","395a4c4eeafa553e"
"user001_2016_6_27_15","user001_2016_6_27","15","1","1","Normal","Office (University)","Offical Task","14","89","395a4c4eeafa553e"
"user001_2016_6_27_16","user001_2016_6_27","16","1","1","Good","Office (University)","Offical Task","15","90","395a4c4eeafa553e"
"user001_2016_6_27_17","user001_2016_6_27","17","1","2","Good","Office (University)","Offical Task","16","92","395a4c4eeafa553e"
"user001_2016_6_27_19","user001_2016_6_27","19","1","1","Good","Home","Offical Task","17","96","395a4c4eeafa553e"
"user001_2016_6_27_20","user001_2016_6_27","20","0","1","Normal","Office (University)","Relaxing activities","18","97","395a4c4eeafa553e"
"user001_2016_6_27_21","user001_2016_6_27","21","0","0","Good","Home","Offical Task","19","98","395a4c4eeafa553e"
"user001_2016_6_27_22","user001_2016_6_27","22","0","0","Normal","Home","Relaxing activities","20","99","395a4c4eeafa553e"
"user001_2016_6_27_23","user001_2016_6_27","23","3","0","Normal","Home","Relaxing activities","21","100","395a4c4eeafa553e"
"user001_2016_6_28_8","user001_2016_6_28","8","1","1","Normal","Home","Relaxing activities","22","103","395a4c4eeafa553e"
"user001_2016_6_28_9","user001_2016_6_28","9","3","1","Good","Home","Individual Task","23","104","395a4c4eeafa553e"
"user001_2016_6_28_10","user001_2016_6_28","10","3","2","Good","Office (University)","Offical Task","24","105","395a4c4eeafa553e"
"hoangdd_2016_6_28_16","hoangdd_2016_6_28","16","0","0","Good","Home","Offical Task","7","106","5d4b166b16abef5f"
"user001_2016_6_28_12","user001_2016_6_28","12","3","3","Good","Office (University)","Offical Task","25","107","395a4c4eeafa553e"
"user001_2016_6_28_13","user001_2016_6_28","13","2","2","Normal","Office (University)","Offical Task","26","108","395a4c4eeafa553e"
"user001_2016_6_28_14","user001_2016_6_28","14","1","1","Normal","Office (University)","Relaxing activities","27","109","395a4c4eeafa553e"
"user001_2016_6_28_15","user001_2016_6_28","15","3","2","Good","Office (University)","Relaxing activities","28","110","395a4c4eeafa553e"
"user001_2016_6_28_16","user001_2016_6_28","16","2","3","Good","Office (University)","Offical Task","29","112","395a4c4eeafa553e"
"user001_2016_6_28_17","user001_2016_6_28","17","3","3","Normal","Office (University)","Relaxing activities","30","113","395a4c4eeafa553e"
"user001_2016_6_28_18","user001_2016_6_28","18","3","1","Good","Home","Offical Task","31","114","395a4c4eeafa553e"
"user001_2016_6_28_21","user001_2016_6_28","21","0","0","Good","Home","Offical Task","32","115","395a4c4eeafa553e"
"user001_2016_6_28_22","user001_2016_6_28","22","2","1","Bad","On the Road","Sport","33","116","395a4c4eeafa553e"
"user001_2016_6_28_23","user001_2016_6_28","23","0","0","Good","Home","Offical Task","34","117","395a4c4eeafa553e"
"user001_2016_6_29_0","user001_2016_6_29","0","4","4","Good","Home","Individual Task","35","118","395a4c4eeafa553e"
"user001_2016_6_29_7","user001_2016_6_29","7","1","2","Normal","Home","Relaxing activities","36","119","395a4c4eeafa553e"
"user001_2016_6_29_8","user001_2016_6_29","8","1","1","Normal","Home","Individual Task","37","120","395a4c4eeafa553e"
"user001_2016_6_29_9","user001_2016_6_29","9","3","1","Good","Home","Individual Task","38","121","395a4c4eeafa553e"
"user001_2016_6_29_10","user001_2016_6_29","10","2","2","Good","Office (University)","Relaxing activities","39","122","395a4c4eeafa553e"
"user001_2016_6_29_11","user001_2016_6_29","11","3","1","Normal","Office (University)","Offical Task","40","171","395a4c4eeafa553e"
"user001_2016_6_29_12","user001_2016_6_29","12","0","0","Good","Home","Offical Task","41","172","395a4c4eeafa553e"
"user001_2016_6_29_14","user001_2016_6_29","14","1","3","Normal","Office (University)","Offical Task","43","173","395a4c4eeafa553e"
"user001_2016_6_29_15","user001_2016_6_29","15","4","4","Normal","Office (University)","Social activity","44","174","395a4c4eeafa553e"
"user001_2016_6_29_16","user001_2016_6_29","16","3","2","Good","Office (University)","Offical Task","45","175","395a4c4eeafa553e"
"user001_2016_6_29_17","user001_2016_6_29","17","1","2","Normal","Office (University)","Offical Task","46","176","395a4c4eeafa553e"
"user001_2016_6_29_18","user001_2016_6_29","18","1","1","Good","Home","Relaxing activities","47","177","395a4c4eeafa553e"
"user001_2016_6_29_19","user001_2016_6_29","19","0","0","Good","Home","Offical Task","48","178","395a4c4eeafa553e"
"user001_2016_6_29_21","user001_2016_6_29","21","0","0","Good","Home","Offical Task","49","179","395a4c4eeafa553e"
"user001_2016_6_29_22","user001_2016_6_29","22","1","3","Normal","Home","Individual Task","50","180","395a4c4eeafa553e"
"user001_2016_6_29_23","user001_2016_6_29","23","0","0","Good","Home","Offical Task","51","181","395a4c4eeafa553e"
"user001_2016_6_29_13","user001_2016_6_29","13","3","3","Good","Office (University)","Offical Task","42","184","395a4c4eeafa553e"
"user001_2016_6_30_0","user001_2016_6_30","0","0","0","Good","Home","Offical Task","52","186","395a4c4eeafa553e"
"user001_2016_6_30_9","user001_2016_6_30","9","3","1","Good","Home","On the Road","53","193","395a4c4eeafa553e"
"user001_2016_6_30_10","user001_2016_6_30","10","3","1","Good","On the Road","Sport","54","194","395a4c4eeafa553e"
"user001_2016_6_30_11","user001_2016_6_30","11","1","1","Good","Office (University)","Offical Task","55","195","395a4c4eeafa553e"
"user001_2016_6_30_12","user001_2016_6_30","12","1","3","Good","Office (University)","Offical Task","56","199","395a4c4eeafa553e"
"user001_2016_6_30_13","user001_2016_6_30","13","1","0","Good","Office (University)","Offical Task","57","200","395a4c4eeafa553e"
"user001_2016_6_30_14","user001_2016_6_30","14","1","3","Good","Office (University)","Offical Task","58","201","395a4c4eeafa553e"
"user001_2016_6_30_15","user001_2016_6_30","15","2","3","Normal","Office (University)","Offical Task","59","202","395a4c4eeafa553e"
"user001_2016_6_30_16","user001_2016_6_30","16","1","1","Normal","Office (University)","Offical Task","60","203","395a4c4eeafa553e"
"user001_2016_6_30_17","user001_2016_6_30","17","1","3","Normal","Office (University)","Offical Task","61","204","395a4c4eeafa553e"
"user001_2016_6_30_18","user001_2016_6_30","18","1","3","Normal","Office (University)","Offical Task","62","205","395a4c4eeafa553e"
"user001_2016_6_30_20","user001_2016_6_30","20","0","3","Bad","Office (University)","Offical Task","64","206","395a4c4eeafa553e"
"user001_2016_6_30_21","user001_2016_6_30","21","1","1","Bad","Home","Relaxing activities","65","207","395a4c4eeafa553e"
"user001_2016_6_30_19","user001_2016_6_30","19","1","1","Good","Office (University)","Offical Task","63","210","395a4c4eeafa553e"
"user001_2016_6_30_22","user001_2016_6_30","22","2","2","Good","Home","Individual Task","66","211","395a4c4eeafa553e"
"user001_2016_7_1_10","user001_2016_7_1","10","3","2","Good","On the Road","Relaxing activities","67","219","395a4c4eeafa553e"
"user001_2016_7_1_11","user001_2016_7_1","11","3","2","Good","Office (University)","Relaxing activities","68","221","395a4c4eeafa553e"
"user001_2016_7_1_12","user001_2016_7_1","12","3","3","Good","Office (University)","Offical Task","69","226","395a4c4eeafa553e"
"user001_2016_7_1_13","user001_2016_7_1","13","1","1","Good","Office (University)","Offical Task","70","227","395a4c4eeafa553e"
"user001_2016_7_1_14","user001_2016_7_1","14","1","1","Normal","Office (University)","Offical Task","71","228","395a4c4eeafa553e"
"hoangdd_2016_7_1_20","hoangdd_2016_7_1","20","0","0","Good","Home","Offical Task","8","229","5d4b166b16abef5f"
"user001_2016_7_1_16","user001_2016_7_1","16","2","2","Good","Office (University)","Offical Task","72","230","395a4c4eeafa553e"
"user001_2016_7_1_17","user001_2016_7_1","17","1","1","Normal","Office (University)","Offical Task","73","231","395a4c4eeafa553e"
"hoangdd_2016_7_1_23","hoangdd_2016_7_1","23","0","0","Good","Home","Offical Task","9","232","5d4b166b16abef5f"
"user001_2016_7_1_18","user001_2016_7_1","18","1","4","Good","Home","Offical Task","74","233","395a4c4eeafa553e"
"user001_2016_7_1_19","user001_2016_7_1","19","1","1","Good","Office (University)","Offical Task","75","234","395a4c4eeafa553e"
"user001_2016_7_1_20","user001_2016_7_1","20","3","1","Normal","On the Road","Social activity","76","235","395a4c4eeafa553e"
"user001_2016_7_1_21","user001_2016_7_1","21","2","1","Good","On the Road","Sport","77","236","395a4c4eeafa553e"
"user001_2016_7_1_22","user001_2016_7_1","22","0","0","Good","Home","Offical Task","78","241","395a4c4eeafa553e"
"user001_2016_7_1_23","user001_2016_7_1","23","0","0","Good","Home","Individual Task","79","245","395a4c4eeafa553e"
"user001_2016_7_2_9","user001_2016_7_2","9","1","1","Good","Home","Individual Task","80","251","395a4c4eeafa553e"
"hoangdd_2016_7_2_16","hoangdd_2016_7_2","16","1","0","Good","Home","Offical Task","10","252","5d4b166b16abef5f"
"hoangdd_2016_7_2_17","hoangdd_2016_7_2","17","1","0","Good","Home","Offical Task","11","253","5d4b166b16abef5f"
"hoangdd_2016_7_2_18","hoangdd_2016_7_2","18","0","0","Good","Home","Offical Task","12","254","5d4b166b16abef5f"
"user001_2016_7_2_16","user001_2016_7_2","16","0","0","Good","Shopping Center(Market)","Social activity","81","255","395a4c4eeafa553e"
"user001_2016_7_2_18","user001_2016_7_2","18","0","0","Good","Shopping Center(Market)","Social activity","83","256","395a4c4eeafa553e"
"user001_2016_7_2_17","user001_2016_7_2","17","0","0","Good","Shopping Center(Market)","Social activity","82","261","395a4c4eeafa553e"
"user001_2016_7_4_10","user001_2016_7_4","10","3","3","Good","Home","Individual Task","84","262","395a4c4eeafa553e"
"user001_2016_7_4_11","user001_2016_7_4","11","3","3","Good","Office (University)","Individual Task","85","263","395a4c4eeafa553e"
"user001_2016_7_4_13","user001_2016_7_4","13","1","3","Good","Office (University)","Offical Task","86","264","395a4c4eeafa553e"
"user001_2016_7_4_14","user001_2016_7_4","14","2","1","Good","Office (University)","Offical Task","87","265","395a4c4eeafa553e"
"user001_2016_7_4_15","user001_2016_7_4","15","0","0","Good","Home","Offical Task","88","266","395a4c4eeafa553e"
"user001_2016_7_4_16","user001_2016_7_4","16","3","3","Good","Office (University)","Offical Task","89","267","395a4c4eeafa553e"
"user001_2016_7_4_17","user001_2016_7_4","17","3","1","Good","Office (University)","Offical Task","90","268","395a4c4eeafa553e"
"user001_2016_7_4_18","user001_2016_7_4","18","1","2","Good","Office (University)","Relaxing activities","91","269","395a4c4eeafa553e"
"user001_2016_7_4_20","user001_2016_7_4","20","1","3","Good","Office (University)","Offical Task","92","270","395a4c4eeafa553e"
"user001_2016_7_4_22","user001_2016_7_4","22","4","1","Good","On the Road","Social activity","94","271","395a4c4eeafa553e"
"user001_2016_7_4_21","user001_2016_7_4","21","3","1","Good","Home","Offical Task","93","275","395a4c4eeafa553e"
"user001_2016_7_5_0","user001_2016_7_5","0","1","3","Good","Home","Offical Task","95","277","395a4c4eeafa553e"
"user001_2016_7_5_10","user001_2016_7_5","10","3","1","Good","On the Road","Social activity","96","286","395a4c4eeafa553e"
